domicilio_id;numero_residentes;banheiros;quartos;veiculos;bicicletas;motos;tipo_imovel;renda;condicao_moradia;agua_encanada;rua_pavimentada;vaga_propria_estacionamento;ano_veiculo_mais_recente;empregados_domesticos;tv_cabo;recebe_bolsa_familia;fexp_domicilio;macrozona;regiao_administrativa
342388;2;1;1;0;0;0;Apartamento;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;33,5192;242;Vicente Pires
342390;1;1;1;0;0;0;Apartamento;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;45,6576;242;Vicente Pires
342392;3;3;3;3;0;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;46,6217;242;Vicente Pires
342395;4;4;4;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;47,1628;242;Vicente Pires
342397;2;1;2;0;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;33,5192;242;Vicente Pires
342399;4;4;5;3;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;47,1628;242;Vicente Pires
342405;3;1;1;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Sim;47,18;364;Recanto das Emas
342406;2;1;3;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;53,3564;364;Recanto das Emas
342407;6;1;3;1;2;1;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;49,7543;364;Recanto das Emas
342408;6;1;3;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;49,7543;364;Recanto das Emas
342409;5;1;3;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;47,1663;364;Recanto das Emas
342410;3;1;2;0;0;0;Apartamento;Até R$ 440,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;47,18;364;Recanto das Emas
342420;1;1;1;0;0;0;Casa de Alvenaria;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Sim;53,8058;344;Ceilândia
342421;4;1;3;1;2;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Não Possui;Não;56,4446;344;Ceilândia
342422;2;1;1;0;0;0;Casa de Alvenaria;Até R$ 440,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;41,387;344;Ceilândia
342423;2;1;1;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;41,387;344;Ceilândia
342424;3;2;3;2;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;50,8677;344;Ceilândia
342435;4;3;3;2;1;1;Apartamento;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;55,2396;257;Águas Claras Vertical
342436;5;2;3;2;1;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;84,7104;257;Águas Claras Vertical
342437;1;1;1;0;0;0;Apartamento;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;50,033;257;Águas Claras Vertical
342442;2;1;1;1;1;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Não Possui;Não;51,4437;223;Guará
342443;5;3;3;4;1;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;54,7957;223;Guará
342446;1;2;2;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;71,6844;223;Guará
342448;1;2;2;0;0;0;Casa de Alvenaria;Não respondeu;Concessão de Uso;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;71,6844;223;Guará
342461;1;1;1;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;86,6069;431;Park Way
342462;2;4;3;2;1;1;Casa de Alvenaria;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Não Possui;Não;86,6069;431;Park Way
342463;3;4;4;4;4;1;Casa de Alvenaria;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;31,8003;431;Park Way
342464;5;7;5;3;4;0;Casa de Alvenaria;Acima de R$ 26.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;57,2568;431;Park Way
342465;7;4;4;4;5;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Não Possui;Não;74,7294;431;Park Way
342466;5;3;4;2;1;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;57,2568;431;Park Way
342467;3;3;3;3;2;0;Casa de Alvenaria;De R$ 22.000,00 a R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;31,8003;431;Park Way
342468;4;4;7;3;0;0;Casa de Alvenaria;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;57,8595;431;Park Way
342469;4;8;6;3;0;0;Casa de Alvenaria;De R$ 22.000,00 a R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;57,8595;431;Park Way
342470;3;8;4;3;0;0;Casa de Alvenaria;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;31,8003;431;Park Way
342471;5;8;5;6;4;0;Casa de Alvenaria;De R$ 22.000,00 a R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Residente;Possui;Não;57,2568;431;Park Way
342472;6;6;6;3;0;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;74,7294;431;Park Way
342528;4;2;3;0;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;42,8115;351;Samambaia
342529;3;2;2;1;2;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;37,6702;351;Samambaia
342530;3;1;2;1;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;37,6702;351;Samambaia
342531;2;1;3;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;51,2466;351;Samambaia
342554;3;4;4;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;47,483;223;Guará
342560;4;2;3;3;2;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;74,2723;223;Guará
342562;2;1;2;1;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;61,5404;257;Águas Claras Vertical
342563;1;1;2;1;0;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;50,033;257;Águas Claras Vertical
342564;2;2;2;1;1;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;61,5404;257;Águas Claras Vertical
342565;2;2;2;1;1;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;61,5404;257;Águas Claras Vertical
342574;3;4;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;31,2707;241;Vicente Pires
342575;2;3;2;1;0;1;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;28,8276;241;Vicente Pires
342593;3;2;3;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,116;343;Ceilândia
342595;3;1;2;0;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,116;343;Ceilândia
342597;5;2;3;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;62,1401;343;Ceilândia
342599;3;1;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,116;343;Ceilândia
342601;3;1;2;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;58,116;343;Ceilândia
342605;2;2;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;55,6888;343;Ceilândia
342607;4;1;2;0;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;48,049;343;Ceilândia
342611;4;2;3;0;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;48,049;343;Ceilândia
342613;2;2;2;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;55,6888;343;Ceilândia
342616;4;1;2;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1990 a 1994;Não Possui;Não Possui;Não;48,049;343;Ceilândia
342618;3;1;1;0;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,116;343;Ceilândia
342620;1;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;69,5857;541;São Sebastião
342621;3;1;1;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Não Possui;Não;52,7907;541;São Sebastião
342622;4;1;1;0;0;0;Casa de Alvenaria;Até R$ 440,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Sim;57,7813;541;São Sebastião
342623;3;1;2;0;2;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;52,7907;541;São Sebastião
342625;3;1;1;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;52,7907;541;São Sebastião
342633;1;1;1;0;1;0;Apartamento;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;50,033;257;Águas Claras Vertical
342658;2;2;3;2;0;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;28,7203;122;Plano Piloto
342668;3;3;4;2;0;0;Apartamento;Não respondeu;Própria em Aquisição;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;29,1957;122;Plano Piloto
342670;1;3;3;1;0;0;Apartamento;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;34,682;122;Plano Piloto
342672;2;4;6;1;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;25,4261;244;Vicente Pires
342673;2;3;4;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;25,4261;244;Vicente Pires
342678;4;5;3;3;1;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;51,5214;244;Vicente Pires
342681;1;3;4;3;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;33,567;244;Vicente Pires
342695;5;5;5;3;2;0;Apartamento;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Residente;Possui;Não;65,3006;532;Lago Sul
342697;4;4;5;2;4;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;41,2053;532;Lago Sul
342699;2;2;3;2;2;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;35,9075;532;Lago Sul
342701;2;6;4;2;2;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;35,9075;532;Lago Sul
342703;3;4;5;4;0;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;37,827;532;Lago Sul
342705;2;2;2;1;1;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;61,5404;257;Águas Claras Vertical
342706;4;4;4;1;1;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Sim, Diarista;Possui;Não;55,2396;257;Águas Claras Vertical
342710;2;0;0;0;0;0;Apartamento;Não respondeu;Não Respondeu;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Respondeu;NA;Não Respondeu;Não Respondeu;Não;61,5404;257;Águas Claras Vertical
342713;2;2;2;1;1;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;61,5404;257;Águas Claras Vertical
342715;2;3;3;2;1;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;61,5404;257;Águas Claras Vertical
342716;3;3;3;2;1;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;55,9153;257;Águas Claras Vertical
342717;2;3;3;0;0;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;61,5404;257;Águas Claras Vertical
342732;3;4;4;2;0;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;55,9153;257;Águas Claras Vertical
342733;4;2;3;1;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;55,2396;257;Águas Claras Vertical
342734;5;3;4;2;2;0;Apartamento;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;84,7104;257;Águas Claras Vertical
342770;5;4;6;3;2;1;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Não;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;40,9748;242;Vicente Pires
342771;4;2;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Respondeu;Não Possui;Não Possui;Não;47,1628;242;Vicente Pires
342775;1;1;1;1;1;0;Apartamento;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Respondeu;Não;50,033;257;Águas Claras Vertical
342776;1;1;1;0;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;50,033;257;Águas Claras Vertical
342777;1;1;1;0;0;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;50,033;257;Águas Claras Vertical
342778;6;6;4;3;0;0;Apartamento;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;84,7104;257;Águas Claras Vertical
342820;4;3;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;50,5326;331;Riacho Fundo I
342822;4;2;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;50,5326;331;Riacho Fundo I
342824;6;1;1;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;76,307;331;Riacho Fundo I
342826;3;3;3;2;0;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;41,2347;331;Riacho Fundo I
342828;3;2;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;41,2347;331;Riacho Fundo I
342830;3;1;2;2;0;0;Casa de Alvenaria;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;41,2347;331;Riacho Fundo I
342832;4;1;3;3;0;1;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;50,5326;331;Riacho Fundo I
342834;5;2;2;1;2;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;37,6685;331;Riacho Fundo I
342836;1;1;1;0;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Sim, Diarista;Possui;Não;63,115;331;Riacho Fundo I
342838;5;4;4;3;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;37,6685;331;Riacho Fundo I
342840;3;1;2;0;0;0;Casa de Alvenaria;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;41,2347;331;Riacho Fundo I
342872;2;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;36,8182;313;Taguatinga
342873;3;3;3;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Possui;Não;37,5591;313;Taguatinga
342874;2;1;2;1;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;36,8182;313;Taguatinga
342897;1;1;1;1;0;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;Não Respondeu;Sim, Diarista;Possui;Não;51,0265;113;Plano Piloto
342900;2;2;3;2;2;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;32,7779;113;Plano Piloto
342902;2;3;4;1;2;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;32,7779;113;Plano Piloto
342905;2;2;3;1;0;0;Apartamento;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;33,0236;623;Planaltina
342907;1;2;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;26,9849;623;Planaltina
342911;2;3;4;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;47,1358;623;Planaltina
342913;1;2;2;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;26,9849;623;Planaltina
342915;3;2;4;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;69,406;623;Planaltina
342917;6;1;2;1;0;1;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;65,6534;623;Planaltina
342919;1;1;1;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;48,1494;623;Planaltina
